tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
RT @Reggie_Dunlop7: @ItsRodStebbings Following Rod &amp; his support for all affected by Fort Mac wildfire. Thoughts with all. #ymmfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
James Taylor feels compelled to help AB wildfire relief efforts. He said in an interview  Thx @JamesTaylor_com !!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
I feel sad Mom &amp; I r donating money to the refugees of Fort Mac &amp; surrounding areas. Wishing we could do more!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
This is the best way to help. The Red Cross will ensure the right help will get to people in need. #FortMacFire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @TheGrayGroup: Donations for Fort McMurray relief packages can be made at 127 St Peters Rd Charlottetown.  #pei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Local volleyball team members raise money to help wildfire victims #ygk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @oaxxxy: Was there even supposed to be any political involvement in distributing the donations??????,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"The death toll from a fire which ripped through the Greek coastal town of #Mati stood at 80, with dozens of people unaccounted for as forensic experts tried to identify victims who were burned alive / #Greecefires #AthensFires #Athens #Greece",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @photosofootball: Our thoughts goes out to all the people who are affected by #wildfires in Greece ἞C἟7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Victims of the deadly wildfires in Attica become 87, coast guard search for bodies in the sea  #Greece #news",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Cross teams in #Greece are supporting search &amp; rescue efforts and providing first aid to those affected by the wildfires.  (὏8 Nick Paleologos/SOOC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
It brakes my heart to see my country like this. More than 60 dead and 176 injured #PrayForGreece,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#Solidarity messages from #Refugees to the victims of wildfire in #Greece: condolence Greece” and we share your pain” Solidarity will win!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Egyptian fisherman: I saved 23 Greeks, four dogs from wildfires  #Greece #news",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#Horror in #Greece! At least 60 #people have reportedly #died in #wildfires in the #Attica #region around #Athens ὡE My deepest #condolences to the #families of the #victims! #Greecefires #PrayforGreece #AthensFires,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Professor #Michael #Mann: #Climate #change behind the ferocious #wildfires #GO ἞C἟7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @DailyMirror: Fears wildfire death toll in Greece could surpass 80,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
If anyone wishes to contribute to those who have been affected by the #wildfires in #Athens #Greece you can #donate at bank account below which was created by The Municipality of Rafina: IBAN:GR20 0172 1860 0051 8609 2291 418 AΡ.ΛΟΓ/BANK ACC: 5186092291418 #Πυρκαγια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Vast areas around Athens annihilated by wildfires, 60 dead. The #Greek neobolshevik #Syriza gvt once more virtue-signaling, inept and clueless. Shameless and arrogant, leftard bigwigs blame for the tragedy the opposition, the media, the weather, climate change",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @Reuters: Greece to begin laying wildfire victims to rest amid recriminations,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gripping video offers a first-person look at the wildfires in Greece,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2nd DAY crypto donations results for the Victims of Greek Wildfires (paypal and cryptocurrencies). Keep donating!  $BTC $ETH #Greece #Πυρκαγια #wildfires #donation #victims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Our thoughts go out to everyone affected by the terrible wildfires in Greece. Well have a collection tin for cash donations at the market on Friday. Please ask at th stall inside the gate. #greeceὉ9 #prayforgreece #wildfires #donations #PolisHerbGardenMarket #Polis #Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Greece wildfires: - at least 50 killed - more than 100 injured - Greece issues appeal for help - worst recorded wildfires since 2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @SkyNews: #Greece wildfires: Thanos Katsardyirs believes his father perished inside a car whilst trying to escape the blaze,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"My thought goes to the victims, their families and all people affected by the fires in Greece and the floods in Laos ὤF ὖF #Greecefires #LaosDamCollapse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Greek minister resigns in wake of wildfires that killed 88 people #Greece #mati,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#Cyprus Cabinet approves €10m in aid for #Greece | #Greecefires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bill Furnaro Talks to TNH about Facebook Fundraiser for Wildfire Victims  #Greece #news,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tsipras admits mistakes possibly made in management of Attica wildfires  #Greece #news,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
In mykonos and Santorini and then post stories and photos on Instagram. Fellow greek armys and Greek kpop fans in general please be safe and try to help people in need #PrayForGreece #PrayForAthens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Europe rallies around Greece as wildfire death toll climbs  #Greece #news,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ex Parliament Speaker Zoe Konstantopoulou announces intent to sue #Greeces goverment over #wildfires as death toll rises to 80. #Greecefires #AthensFires,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#Greecefires OFFICIAL number of dead rises to 79. More than 40 still missing. 4 looters arrested in the affected area. #Attiki #Πυρκαγια #PrayForGreece #pyrkagia #Yunanistan [Photo: @FOSPHOTOS ],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ὥ1Please DONATE to support those who suffered an unprecedented catastrophe: Ὥ1Municipality of Rafina-Pikermiou created a Bank Account. Ὥ1IBAN: GR20 0172 1860 0051 8609 2291 418 #πυρκαγια #PrayforGreece #PrayForAthens #φωτιές #πυρκαγιες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"We express our deepest condolences and sympathies to the families of the victims of the wildfires near Athens. Foreign Minister Çavuşoğlu contacted his Greek counterpart, Foreign Minister Kotzias and offered the assistance of Turkey.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Greek authorities are looking for dozens of people missing after the deadly #wildfires near Athens. At least 79 people have died, and a search continues for survivors who fled the blaze, including those who took to the sea. #Attica #Mati #GreeceFires",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @SkyNewsBreak: A Greek Official says the death toll from wildfires in Greece has exceeded 60 people according to the television network,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
My thought and prayers are with Greece! My deepest condolences to the families of the victims #Greecefires #AthensFires #Athens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"At least 50 dead, including 26 at a seaside villa with tourists ‘trapped on beaches’ and fleeing on boats, as killer wildfires continue to rip through Greece",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"At least 60 people, including young children have died in wildfires near Athens. Greece has asked other European countries to help tackle the devastating fires, which are the worst the country has seen in more than a decade.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece wildfires that killed 83 suspected as ARSON police reveal as Athens hit by flash floods,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan Evangelos’ Letter to Collect Aid for Greek Fire Victims  #Greece #news,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Join @Unboxholics live on @Twitch for the Attica Wildfires Fundraiser as they raise money to support the victims of the disaster! Every RT, every cent counts! Make a difference, donate now!  #charity #greece #prayforgreece #atticawildfires #GreeceWildfire",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Greece wildfires called Europe’s ‘deadliest’ in a century as rising death toll hits 91 — RT World News,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @Eurohoopsnet: Enes Kanter stars fundraise for wildfire victims in Greece | Eurohoops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @DiEM_25: We are saddened by the tragic wildfires in #Athens. Our deepest condolences to the victims and our solidarity with the peoples,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"A Terrible Day: Greek Wildfires Kill At Least 74 People, Devastate Resort Village  #Greece #news",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"#Wildfires #around #the #world: #The #photos #that #explain #the #flames: Deadly wildfires in Greece follow huge blazes in Sweden, the US and the UK.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AHI calls for donations to help Greece’s wildfire victims | News,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @maria_papathan: Retweet - Share - Help #Greece #Greecefires #Πυρκαγια #volunteers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Greek government believes arson was behind #Greecefires that killed more than 80 people near Athens. There is more than strong indications, there is evidence Greece Civil Protection Minister Nikos Toskas just told reporters",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @business: At least 74 people have been killed in the wildfires near Athens, Greece",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece #wildfires: Rescuers search charred homes as death toll of 74 expected to rise  #Greecefires,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Innocent people, children and animals drowned and burnt alive My prayers go to Greece ὤF἟9἟7἞C἟7#Yunanistan #PrayForGreece #PrayforAthen #PrayForAthens",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"With flames still among the trees and smoke coming out from the forests, the fire-fighting planes - offered via #EUCivPro ἞A἟A by our Member States - are helping #Greece ἞C἟7 to contain and stop the fires. #Greece is not alone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Order of AHEPA working through many partners and channels in the US and Greece to provide immediate and productive aid. Training fire fighters and restoring critical equipment programs have already been in place and have more urgency today. Funding IOCC efforts is priority.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Help me raise £1000 to Help people that have been affected by the Wildfire in Penteli, Attica, Greece. Please #donate on @justgiving and RT. Thanks!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Wouldnt this money be better spent going to help the Greeks (people whove actually contributed to the EU) whove lost everything, including loved ones, in the wildfires? #πυρκαγια #greece",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"The fact that #Greeces PM Alexis #Tsipras has assumed full political responsibility for the devastating #wildfires that have left 87 dead, contradicts his ministers claims that no operational mistakes were made! / #Greecefires #AthensFires #Athens",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The Pakistani community again on the front line of helping the fire victims - Sends volunteers to Rafina, Marathon and Megara:.. (via lifo gr)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"‼️⚠️ATTENTION⚠️‼️ I’ve collected everything that has to do with phone numbers, health care centers,actions to help infants who are likely to be in your area and anything relevant. If you need help or you know someone who needs help this’ll help #AthensFires #Πυρκαγιά",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
All our thoughts are heading towards #Greece ὢ5 At least 60 people have reportedly died in #wildfires in the #Attica region around #Athens #Greecefires #wildfire #AthensFires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @ivanovkiril2: Pray for greece #Greecefires #Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@cryptovenus We all know that as much money as we can raise, we will not be able to alleviate the pain of our fellow human beings. We will just show the need for solidarity and mutual assistance. I wish we Wouldnt live this pain again.#Greecewildfires #bitcoin #Ethereum #xrp #BitcoinCash",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
the region of Mati was destroyed in minutes. minutes. it doesnt exist anymore. there was no warning. some who tried getting to the beach got trapped on the cliffs or they drowned after swimming for 5 hours trying to get away from the smoke and the exploding debris. #Greecefires,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dam collapse in Laos due to rain. Wildfires in Greece due to arson &amp; exacerbated by heat. Killer heat wave in Japan. More fires in Sweden. Nowhere will be unaffected. We must work to engineer adaptations &amp; provide solutions. #climatechange is our greatest nat sec threat.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The situation in Greece with the wildfire is really bad and I mean it. Many people died got injured are missing they don’t have water their houses have been burned they don’t have anywhere to go animals are also in danger. What else? It’s a living hell &amp; some people joke about it,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@USEmbassyMNE commends @MeGovernment for offering assistance to @NATO ally #Greece for the devastating wildfires near Mati. Our thoughts and prayers go out to the victims and their families. #WeAreNato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Greece fire: relatives of victims demand answers  #Greece #news,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Athens wildfires: Death toll rises to 88 after 42-year-old dies in hospital  A 42-year-old woman died in the hospital in the early morning hours on Saturday, increasing the death toll in the Athens wildfires to 88. The woman has",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Volunteer divers search the sea for Greek fire victims  #Greece #news,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Deadly wildfires erupted in Greece overnight. Here’s how it happened.  #Greece #news,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Greek fire death toll rises,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Looking for a way to help fire survivors in #Greece? Here are 4 ways you can help including making a donation to @IOCCRelief. Your support will help us respond by providing immediate basic needs.  #PrayForGreece #IOCCRelief #SupportForGreece #GreeceFires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Horrible news about #Athens. At least 50 dead in #Greek seaside #wildfires, including 20 huddled near Athens beach. Cannot imagine how it would feel to stand to lose your home, your possessions, loved ones #PrayForAthens #AthensFires",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rescuers search for victims as Greece wildfire toll hits 81 – BorneoPost Online | Borneo , Malaysia, Sarawak Daily News",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
More than 1200 homes have been destroyed so far in Mati.  #PrayForAthens #PrayForGreece #Πυρκαγια @skaigr #Greece #Ελλαδα #Hellas #worldwide #news #fire,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#Greece wildfires: Survivors fled to sea as flames kill. #EUCivPro activated in support of ἞C἟7#Athens. ἞A἟A#EUSolidarity is in action as #ERCC sends rescue crews &amp; equipment from other #EU member states. #SolidarityWithGreece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @Ruptly: Aerial footage of wildfires near Athens, as death toll reaches over 70",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Greek tragedy.People dead, in critical condition, injured. Why so many fires and such a heavy death toll in Greece, in Portugal last year and in so many other fires? Even in Sweden, near the Arctic Circle! Why? #Greecefires",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
My thought and prayers are with #Greece my deepest condolences to the families of the victims #Attica #Mati #Πυρκαγιά #Πυρκαγιές #Κινέτα #Μάτι #Ραφήνα #GreeceFires #Athens #Ελλάδα #Αθήνα #Griechenland #Athen Photo via @amna_news #PrayForGreece #Athina #Elláda ἞C἟7἞A἟A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Horrible tragedia en Grecia a causa de los incendios forestales. BBC News - Greece wildfires: 60 dead in holiday area,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece wildfires: At least 60 killed as death toll expected to rise  #Greece #news,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Love and Prayers for Greece. My heart goes out to everyone affected. S’agapo Ellada ❤️἞C἟7ὤFἿC#PrayforGreece #PrayforAthens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @TravelGazette1: Tragedy in #Greece - the sheer horror of deadly wildfires. #fires #Greece,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"἞A἟A New @CopernicusEMS activation [#EMSR300]: Forest Fires in Attika, Greece ὑ7  #Wildfire in #Greece - #Copernicus #CEMS #RapidMapping #EUCivPro",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Click here to support Greece Wildfire Relief Campaign organized by Hellenic American Leadership Council,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Please pray for Greece. Devastating fire outbreak in many parts. The works of terrorist. Help the displaced if you can through NGOs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @YiannisBab: The wave of solidarity from across Greece (and abroad!) towards the victims of the wildfires is truly astonishing and movin,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"#Greek gov’s preoccupation with the aftermath of the devastating #Attica #wildfires which resulted in over 90 deaths last week, means some of the plans made in terms of political strategy and communication will be put on hold #Greece #Balkans",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"2,218 people have generously donated to help the victims of the wildfires in Greece. Can you chip in $5, $25 or $50 to help us keep up the momentum?  #HelpGreeceNow",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The remains of a house gutted by the deadly blaze in #Mati. The number of deaths from the worst wildfires in #Greece for more than a decade has risen to 92.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BULLETIN: Tributes paid to Irishman confirmed dead in Greece wildfire; Increased pressure on GAA to host Liam Miller match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Now comes the gruesome task of identification. Read my latest @TheTimes #Greece #Wildfires,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Irish honeymoon couple caught up in Athens wildfires, husband missing  An Irish couple on their honeymoon in Greece have been caught up in the devastating wildfires that raged in East Attica, the summer resort coast North-West of",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Very sad #news from #Greece! My #thoughts and #prayers with everyone in Greece! Such a big #tragedy! #Greecefires #PrayforGreece #AthensFires #Athens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#Death #toll from #Greek #fires rises to 83 #GO #PrayForGreece #PrayForAthens #AthensFires ἞C἟7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Our hearts go out to everyone affected by the devastating wildfires in Greece, including the firefighters doing their best to save lives and property #PrayforGreece @newtownfire",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Three-day mourning in my country. so many souls have fled unfairly because of an arsonist. There are no words about this horror that we are going through these days. We are with the families of the victims. #Greecefires #PrayForAthens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Greek wildfires toll rises to 81 amid search for survivors #Greece #Athens,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece wildfires latest: - 60 people dead - National mourning period announced - Rescue services looking for missing people,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Τoday, #Greece mourns dozens of dead people from the #wildfires that broke out because of irresponsible state officials. Our grief is deep and our thought is close to the people who lost everything. The video is from the burned areas, not Syria",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Such an unspeakable tragedy for Greece. Our thoughts and prayers go to the victims and their families. Unfortunately, the number of deaths has currently risen to 74.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @CostasKantouris: Tears, grief at memorial service for #Greek wildfire victims #GreeceFires",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#TheGuardian | Wildfires in #Greece, protests in #Gaza and heatwave #London",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bank of Greece Account Information for Donations to Wildfire Relief  #Greece #news,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Thank you to our Brothers from George E. Loucas Chapter 103, Weirton, W.V., who presented a $500 donation to our relief fund for #GreeceWildfires! Ahepans already have delivered some initial relief aid in #Rafina. Please chip-in what you can to help: visit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @GavinLeeBBC: I’ve spoken to people today, who’ve spent 6 hours in the water, waiting to be rescued. #Greekfires #Mati",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Independent: Survivors of Greek wildfires face horror of searching through ashes for loved ones,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Maria Belibasaki dedicates her silver medal in the 400m at the European Championships to the victims of the wildfires in Greece. #EC2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
