tweet_text,predictions_event_type,event_type_label,class_label
Update on #OpMadad - More than 3000 persons have been rescued by the armed forces as on date since the start of the operation. More than 750 persons have been provided medical care by the armed forces. #KeralaFloods2018 @nsitharaman,floods,floods,rescue_volunteering_or_donation_effort
Kudos to Megastar Chiranjeevi &amp; Ram Charan for donating big money to the Kerala flood relief fund. They have contributed Rs 50 lakhs . Ram Charans wife is sending medicines worth Rs 10 lakhs &amp; Chiranjeevis mother Anjana Devi is contributing Rs 1 lakh #megastarchiranjeevibdaycdp,floods,floods,rescue_volunteering_or_donation_effort
"Agree totally but the larger point that must go across is that all successive govts during the last few years are responsible for this. Their connivance with money, mafia finished the common man. The disaster &amp; damage caused to ppl is unfathomable #KeralaFloods",floods,floods,other_relevant_information
#KeralaAidPolitics | @AnchorAnandN presents the timeline of how the row over Rs 700 crore UAE Kerala aid began. Connecting the dots  #KeralaFloods #SOSKerala,floods,floods,other_relevant_information
Kerala Mersal Girls Fans Association #ThalapathyVMIMembers Collects And Hand Over Flood Relief Materials To Flood Affecters. @actorvijay @Jagadishbliss @RIAZtheboss #KeralaFloodRelief #KeralaFloods,floods,floods,rescue_volunteering_or_donation_effort
"We need leaders like this to spread awareness. The time is now, please help. #kerala #KeralaRains #KeralaFloods",floods,floods,other_relevant_information
"These trucks are turning septic tank sewage sludge into water that’s safe enough to be disposed of into the environment. As #KeralaFloods2018 waters recede @UNICEF is supporting the government as part of #KeralaFloodRelief clean up #ForEveryChild, a clean environment",floods,floods,rescue_volunteering_or_donation_effort
"#IndiaForKerala | We need to start building peoples lives Its a massive scale of work in front of us: @resulp, Oscar and BAFTA winning sound mixer, to NDTV. Here’s how you can help #KeralaFlood victims:  #HelpForKerala",floods,floods,rescue_volunteering_or_donation_effort
@WIONews India Govts stated policy not to accept foreign aid not specific to #KeralaFloods Still such funds can be channeled thru 1000s of NGOs/ biz houses in the state,floods,floods,rescue_volunteering_or_donation_effort
"To all National Medias and Central Authorities ὄ7 This is the current situation in Kerala . 14 districts in Kerala has been effected ὡ2 This is just a small part . Many houses , roads , over bridges, etc. has been effected. #KeralaRain #KeralaFloods @Forumkeralam1 @Forumreelz",floods,floods,infrastructure_and_utility_damage
"#Update#Keralafloods2018 Engineer Task Force of 202 Engineer Regiment rescued total of 1850 personnel including patients, children , ladies and senior citizens. Provided food, water, clothing, medicines. We are at it. #OpMadad #KeralaFloodRelief @PIB_India @SpokespersonMoD",floods,floods,rescue_volunteering_or_donation_effort
"Making music for Kerala victims. WOW! thats really a great step to help the victims, well done..ὄCὄFὤF Very best wishes @taapsee @vickykaushal09 @juniorbachchan @anuragkashyap72 @ItsAmitTrivedi for your concert.ὄD #ManmarziyaanMusicalTour #KeralaFloodRelief",floods,floods,sympathy_and_support
RT @sekartweets: Superstar @rajinikanth donated Rs 15 lakhs to #KeralaFloodRelief fund ὄFὄF,floods,floods,rescue_volunteering_or_donation_effort
"The devastation in flood-hit Kerala, its worst natural calamity in almost a century, has got everybody’s attention. But no one is talking about Assam, a state that faces the fury of floods year after year.",floods,floods,other_relevant_information
"Relief materials, includes rice, dhal, sugar, wheat flour, clothes, Bed sheets, Milk Powder, Napkins etc.. has reached KLὤF#Thalapathy @actorvijay #Thalapathy Sending VMI Volunteers Too to take of all activities ὠE #KeralaFloodRelief @RIAZtheboss @BussyAnand @Jagadishbliss",floods,floods,rescue_volunteering_or_donation_effort
"Kerala Floods Worse Than 1924 Deluge, Says 100-Year-Old Bishop  #KeralaFloods #KeralaFloodRelief #KeralaReliefRowTwist",floods,floods,other_relevant_information
#OdishaFireServices personnel boarding special aircraft to fulfil their mission to assist in rescue operations in #keralafloods.,floods,floods,rescue_volunteering_or_donation_effort
flood affected kerala facing rat fever 12 Dead Since August 1,floods,floods,injured_or_dead_people
"Kind attention of all Importers, Exporters, Customs Brokers, Stake Holders and Public including Charitable and Voluntary Organization, Custom House ,Cochin has enabled provisions of Customs for the purpose of relief and rehabilitation of People affected by flood in Kerala.",floods,floods,rescue_volunteering_or_donation_effort
"Kerala Flood has shown mankind that there is no meaning in dividing people in the name of Religion and richness.Manthir,Masjid and Church accommodated their religious enemies and prayers became same .How beautiful was it",floods,floods,sympathy_and_support
Done! Hope the money reaches the affected and needy! God bless Kerala!,floods,floods,sympathy_and_support
The Indian Pharmaceutical Industry continues to step up in aid of the people of Kerala. #IntasPharma joins @CiplaFoundation @Cipla_Global in donating urgently required critical medicines to the Govt of Kerala. Gratitude! #KeralaFloods @CarDroidusMax @varughese4 @chief_tribal,floods,floods,rescue_volunteering_or_donation_effort
"Kerala Floods: arguments are going on-Gov agencies said the cause of flood due to heavy rain. many experts, scientists and reputed agencies are confirmed the flood has happened due to simultaneous opening of about 23 dams with out any thinking of consequence, Which is correct?",floods,floods,other_relevant_information
Mullaperiyar dam waters had no role in Kerala floods: CWC #KeralaFloods Read more at:,floods,floods,other_relevant_information
@narendramodi government blocks UAEs and UNs help towards #KeralaFloods but foreign donations are acceptable to all political parties and guys like #VijayMaliya #NiravModi etc flew to foreign country after looting our money. Is this @BJP4Indias #AcheDin ?,floods,floods,rescue_volunteering_or_donation_effort
@BillGates #StandWithKerala #KeralaFloods #KeralaFloodRelief sir your kind attention to kerala more than 0.6 million people are in rescue camps flood almost destroyed kerala a state in India,floods,floods,rescue_volunteering_or_donation_effort
RT @ambaninitaa: 7.5 lakh pieces of apparel &amp; 1.5 lakh footwear have been distributed to the flood-affected. /2 #KeralaFloods #RFForKerala,floods,floods,rescue_volunteering_or_donation_effort
"I have received such heartbreaking news about the flood in Kerala in India that has already killed more than 300 people. A fellow mutual informed me about this. I send my condolences to those affected and send my upmost hope that everyone will be safe. Please, stay strong.",floods,floods,injured_or_dead_people
"Hella prays for Kerala to rise again. This Onam, lets stand with our brothers and sisters in this hour of need and do our bit by contributing towards the CM relief fund. To donate, visit:  #KeralaFloods #Onam",floods,floods,sympathy_and_support
"#KeralaFloods2018 | The NCP announced financial aid of Rs 1 crore for flood-ravaged Kerala, apart from medicines and other relief materials. Follow for updates.",floods,floods,rescue_volunteering_or_donation_effort
Rescue workers are risking their lives to save some of the thousands of animals left behind as relentless monsoon floods continue to ravage southern India. #KeralaFloodRelief #KeralaFloodRescue #SaveAnimals,floods,floods,rescue_volunteering_or_donation_effort
"@Komoriindia extends support its print customers in flood-hit Kerala A once-in-a-century rain in Kerala, which killed over 350 people and displaced 1.3 million people across the state, has also hit the print and packaging businesses. Read more:",floods,floods,injured_or_dead_people
. @RahulGandhi visits #KeralaFloodRelief camps. #RebuildingKerala. @INCIndia,floods,floods,other_relevant_information
Please dont use Sodium Polyacrylate to remove dirt water. Kindly visit  for authentic advices. #KeralaFloods #KeralaFloodRelief #KeralaFloods2018 #Kerala,floods,floods,caution_and_advice
RT @DilliDurAst: Flood-battered Kerala reports 50 deaths in a fortnight due to communicable diseases,floods,floods,injured_or_dead_people
"The Indian state of #Kerala is under flood, leaving behind hundreds of dead, thousands of displaced people and a severe food and drug shortage. . donations through SMS:  Donations through website:  . #UAESupportsKerala",floods,floods,injured_or_dead_people
"Need Assistance @jtimberlake, as the flood in Kerala,India is uncontrollable and a lot of relief fund is needed to recover this disaster. Kindly share this tweet to International Medias. #KeralaNeedsHelp #KeralaFloods #KeralaSOS Donate here-",floods,floods,requests_or_urgent_needs
Update #KeralaFloodRelief Efforts: The armed forces have deployed multiple fixed winged air crafts and helicopters to rescue and aid those affected by #KeralaFloods Below table shows the number &amp; duration of sorties and the lives saved as a result. @nsitharaman,floods,floods,rescue_volunteering_or_donation_effort
.@indiannavy To Undertake #Restoration Work In 2 Flood-hit Kerala Villages  #KeralaFloods #KeralaFloodsRelief,floods,floods,rescue_volunteering_or_donation_effort
Priorities of the boy Narendras government : ◙ ₹100cr for #KeralaFloods that has displaced millions of lives and killed hundreds ◙ ₹400cr for making a Hindi an official language at UN.,floods,floods,injured_or_dead_people
#EidMubarak to all those who are celebrating it today. Lets pray for peace and communal harmony in our country and dont forget to forget to pray for Kerala flood victims as well. May Allah bless us all. #EidAlAdha,floods,floods,sympathy_and_support
Floods are a state of mind! Hence hes leaving with escape velocity of Jupiter! #KeralaFloods #KeralaFloodRelief #BloodlessEid,floods,floods,other_relevant_information
Tdy was our 1st anniversary. We delivered a kit of essential items to 100 homes affected by #KeralaFloods including our staff and neighbours,floods,floods,rescue_volunteering_or_donation_effort
Indian students at the Universal College of Learning raised $1140 for those affected by the #KeralaFloods through a fundraising lunch. Proceeds will be donated to the Indian High Commission in #Wellington to help with relief efforts.,floods,floods,rescue_volunteering_or_donation_effort
"#KeralaFloods: 41 teams of NDRF are deployed in Kerala to assist state administration in rescue, relief and rehabilitation work and to respond in any eventuality. Today, NDRF teams deployed in districts Idukki, Kottayam and Pathanamthtitta evacuated 122 persons to safer places",floods,floods,rescue_volunteering_or_donation_effort
@pewdiepie @Honorglobal @HonorGermany Heres a picture of us working #CrazyFast at a flood relief camp in my district. Honor has offered free service on water logged phones for people affected by Kerala floods. Thank you. ❤️ #Respect #RebuildKerala,floods,floods,rescue_volunteering_or_donation_effort
CRPF medical teams continues to provide medical assistance to victims of #KeralaFloods. The teams consisting of Doctors and paramedic staff are visiting various camps and providing necessary treatment to needy. #KeralaFloodRelief,floods,floods,rescue_volunteering_or_donation_effort
"Kerala floods LIVE Updates: Death toll over 350, 11 districts on red alert #KeralaFloods #Kerala @CMOKerala",floods,floods,injured_or_dead_people
